lens_type,stage,store_location,inventory_available,elapsed_hours,sla_hours,days_in_current_stage,breached
Bifocal,Packed,Bangalore,0,70,48,5,1
Bifocal,Prescription Verified,Durgapur,0,52,48,5,1
Single Vision,Shipped,Delhi,0,45,24,3,1
Progressive,QC,Durgapur,0,53,72,0,1
Single Vision,Packed,Delhi,1,88,24,1,0
Progressive,Prescription Verified,Delhi,0,93,72,2,1
Progressive,Shipped,Bangalore,0,5,72,5,1
Progressive,Prescription Verified,Kolkata,0,39,72,1,0
Single Vision,Production,Mumbai,0,36,24,2,1
Bifocal,Shipped,Delhi,0,36,48,1,1
Single Vision,Packed,Delhi,0,51,24,0,1
Progressive,Order Placed,Mumbai,0,1,72,2,0
Bifocal,Prescription Verified,Delhi,0,67,48,3,1
Bifocal,Packed,Bangalore,0,6,48,2,0
Single Vision,Order Placed,Bangalore,1,39,24,3,1
Progressive,Production,Mumbai,1,40,72,0,0
Progressive,Order Placed,Kolkata,0,25,72,3,1
Single Vision,Prescription Verified,Bangalore,1,65,24,3,1
Single Vision,Prescription Verified,Delhi,1,42,24,3,1
Bifocal,Shipped,Bangalore,1,48,48,3,1
Progressive,Lens Allocated,Delhi,0,95,72,5,1
Progressive,Packed,Kolkata,1,50,72,0,0
Progressive,Prescription Verified,Mumbai,1,86,72,2,1
Progressive,Prescription Verified,Delhi,1,100,72,4,0
Single Vision,QC,Durgapur,1,92,24,0,1
Progressive,Production,Bangalore,1,49,72,0,1
Single Vision,Order Placed,Delhi,0,64,24,1,1
Bifocal,Lens Allocated,Delhi,1,15,48,1,0
Single Vision,Lens Allocated,Bangalore,0,11,24,2,0
Bifocal,Shipped,Bangalore,1,97,48,4,1
Single Vision,Production,Delhi,1,32,24,1,1
Single Vision,QC,Delhi,1,85,24,3,1
Single Vision,QC,Kolkata,1,5,24,5,0
Progressive,Shipped,Durgapur,0,68,72,1,1
Single Vision,Order Placed,Kolkata,0,97,24,5,1
Single Vision,Shipped,Bangalore,1,8,24,0,0
Bifocal,Packed,Mumbai,0,55,48,5,1
Bifocal,Production,Delhi,0,29,48,4,1
Progressive,Prescription Verified,Bangalore,0,56,72,1,1
Bifocal,Production,Durgapur,1,26,48,2,0
Single Vision,Lens Allocated,Mumbai,0,81,24,5,1
Progressive,Shipped,Mumbai,1,61,72,5,0
Bifocal,QC,Bangalore,0,8,48,3,1
Progressive,Lens Allocated,Bangalore,1,11,72,2,0
Bifocal,QC,Durgapur,0,50,48,5,1
Single Vision,Packed,Bangalore,1,36,24,0,0
Progressive,Prescription Verified,Delhi,1,7,72,1,1
Bifocal,Shipped,Kolkata,1,62,48,5,1
Single Vision,Production,Mumbai,0,87,24,0,1
Progressive,Shipped,Mumbai,0,78,72,0,1
Bifocal,Production,Delhi,0,33,48,3,1
Single Vision,QC,Delhi,0,61,24,5,1
Progressive,Shipped,Bangalore,1,76,72,5,1
Bifocal,Lens Allocated,Durgapur,1,1,48,2,0
Progressive,Prescription Verified,Durgapur,0,1,72,0,1
Bifocal,Shipped,Mumbai,0,61,48,3,1
Single Vision,Lens Allocated,Delhi,0,16,24,0,1
Progressive,Order Placed,Delhi,0,13,72,2,1
Bifocal,Production,Durgapur,1,49,48,3,1
Single Vision,Production,Durgapur,1,26,24,0,1
Progressive,Prescription Verified,Delhi,1,83,72,4,1
Bifocal,Lens Allocated,Delhi,0,84,48,1,1
Bifocal,Lens Allocated,Kolkata,0,64,48,2,1
Progressive,Lens Allocated,Bangalore,1,48,72,1,0
Progressive,Order Placed,Kolkata,1,89,72,5,1
Single Vision,Order Placed,Delhi,1,63,24,3,1
Single Vision,Shipped,Mumbai,1,87,24,1,0
Progressive,Packed,Delhi,1,93,72,5,0
Bifocal,Lens Allocated,Bangalore,0,100,48,2,1
Single Vision,QC,Mumbai,1,53,24,2,1
Single Vision,Shipped,Mumbai,1,98,24,5,1
Bifocal,QC,Bangalore,1,20,48,1,0
Progressive,QC,Bangalore,1,65,72,0,1
Single Vision,Prescription Verified,Delhi,0,43,24,0,1
Single Vision,Shipped,Durgapur,0,67,24,0,1
Bifocal,Production,Mumbai,0,52,48,5,1
Progressive,Order Placed,Durgapur,0,34,72,4,1
Single Vision,Order Placed,Delhi,0,44,24,5,1
Progressive,Order Placed,Durgapur,1,85,72,1,1
Progressive,Packed,Delhi,0,40,72,5,1
Bifocal,Shipped,Durgapur,0,52,48,2,0
Single Vision,Prescription Verified,Durgapur,0,45,24,0,0
Progressive,QC,Delhi,0,76,72,5,1
Progressive,Lens Allocated,Mumbai,0,6,72,0,1
Bifocal,Prescription Verified,Durgapur,1,95,48,2,1
Bifocal,Lens Allocated,Durgapur,0,47,48,5,1
Single Vision,Production,Kolkata,0,16,24,0,1
Bifocal,Shipped,Durgapur,0,47,48,3,1
Bifocal,Production,Bangalore,0,66,48,3,1
Progressive,Lens Allocated,Bangalore,0,73,72,3,1
Progressive,Prescription Verified,Mumbai,1,81,72,1,1
Single Vision,Order Placed,Durgapur,0,13,24,1,0
Progressive,Order Placed,Bangalore,0,72,72,2,1
Bifocal,Packed,Durgapur,1,16,48,3,0
Progressive,Prescription Verified,Mumbai,1,32,72,4,0
Single Vision,Lens Allocated,Delhi,1,18,24,1,0
Bifocal,QC,Kolkata,1,62,48,1,1
Progressive,Packed,Bangalore,1,77,72,2,1
Bifocal,Production,Delhi,1,17,48,4,0
Single Vision,Shipped,Kolkata,0,16,24,2,1
Progressive,Prescription Verified,Kolkata,0,3,72,1,1
Single Vision,Shipped,Durgapur,1,37,24,0,0
Progressive,Shipped,Mumbai,0,30,72,5,1
Progressive,Production,Delhi,1,48,72,4,0
Single Vision,Packed,Mumbai,0,86,24,2,1
Single Vision,Shipped,Mumbai,0,76,24,5,1
Single Vision,Order Placed,Delhi,0,17,24,3,1
Single Vision,Lens Allocated,Durgapur,1,83,24,3,1
Progressive,Packed,Durgapur,0,23,72,3,1
Progressive,Prescription Verified,Delhi,0,88,72,0,1
Bifocal,Production,Durgapur,0,6,48,2,1
Single Vision,Shipped,Kolkata,1,100,24,3,1
Progressive,Shipped,Kolkata,1,21,72,5,0
Single Vision,Production,Delhi,1,97,24,0,1
Progressive,QC,Mumbai,1,83,72,5,1
Single Vision,Lens Allocated,Mumbai,1,71,24,4,1
Single Vision,Shipped,Durgapur,1,39,24,4,1
Progressive,Prescription Verified,Bangalore,1,94,72,1,1
Bifocal,Prescription Verified,Mumbai,0,11,48,5,0
Progressive,Lens Allocated,Delhi,1,6,72,5,0
Progressive,Prescription Verified,Delhi,1,98,72,1,1
Bifocal,Prescription Verified,Delhi,0,17,48,3,1
Bifocal,Lens Allocated,Delhi,0,94,48,0,1
Single Vision,Packed,Mumbai,1,13,24,1,0
Progressive,Packed,Delhi,1,41,72,4,1
Bifocal,Lens Allocated,Delhi,0,48,48,5,1
Single Vision,Prescription Verified,Kolkata,1,4,24,4,0
Bifocal,Prescription Verified,Bangalore,1,39,48,3,1
Single Vision,Shipped,Durgapur,0,87,24,0,1
Single Vision,Order Placed,Bangalore,0,90,24,0,1
Bifocal,Lens Allocated,Delhi,1,70,48,4,1
Single Vision,Order Placed,Kolkata,1,44,24,3,1
Single Vision,QC,Mumbai,0,87,24,3,1
Progressive,Order Placed,Mumbai,1,69,72,4,1
Bifocal,Production,Mumbai,1,88,48,3,1
Progressive,Lens Allocated,Mumbai,1,47,72,2,0
Single Vision,QC,Bangalore,0,44,24,3,1
Single Vision,Prescription Verified,Bangalore,0,21,24,0,1
Progressive,Prescription Verified,Mumbai,1,19,72,5,0
Progressive,Shipped,Delhi,0,52,72,0,1
Progressive,Shipped,Bangalore,1,93,72,1,1
Bifocal,Order Placed,Mumbai,1,43,48,0,0
Single Vision,Prescription Verified,Durgapur,1,6,24,0,0
Progressive,Prescription Verified,Delhi,0,41,72,4,0
Bifocal,Prescription Verified,Durgapur,1,65,48,0,0
Progressive,Lens Allocated,Delhi,1,26,72,4,0
Single Vision,Order Placed,Bangalore,1,2,24,0,0
Progressive,Production,Durgapur,1,4,72,2,0
Bifocal,Lens Allocated,Mumbai,0,61,48,0,1
Single Vision,Order Placed,Durgapur,1,14,24,1,0
Progressive,Production,Bangalore,1,59,72,4,1
Single Vision,Production,Bangalore,0,51,24,0,0
Single Vision,Prescription Verified,Durgapur,0,20,24,0,1
Progressive,Order Placed,Bangalore,1,50,72,0,0
Bifocal,Order Placed,Kolkata,1,65,48,5,1
Bifocal,Shipped,Durgapur,0,74,48,2,1
Progressive,Order Placed,Delhi,0,18,72,0,0
Bifocal,Lens Allocated,Mumbai,1,99,48,3,1
Bifocal,QC,Kolkata,1,65,48,3,1
Single Vision,Shipped,Kolkata,1,53,24,4,1
Single Vision,Production,Delhi,0,92,24,2,1
Bifocal,Prescription Verified,Durgapur,0,57,48,0,1
Bifocal,Packed,Mumbai,0,25,48,1,0
Bifocal,Lens Allocated,Bangalore,0,21,48,4,1
Single Vision,Shipped,Bangalore,1,1,24,2,0
Bifocal,Packed,Bangalore,0,93,48,3,1
Progressive,Production,Durgapur,1,19,72,4,0
Bifocal,Production,Kolkata,1,90,48,1,1
Bifocal,QC,Delhi,0,98,48,4,1
Single Vision,Production,Bangalore,0,40,24,4,1
Single Vision,Order Placed,Durgapur,0,28,24,1,0
Progressive,Shipped,Kolkata,1,24,72,2,0
Bifocal,Lens Allocated,Bangalore,1,27,48,4,0
Progressive,Shipped,Mumbai,1,3,72,4,0
Bifocal,QC,Bangalore,1,33,48,2,0
Single Vision,Lens Allocated,Bangalore,0,78,24,3,1
Single Vision,Shipped,Kolkata,1,90,24,3,1
Bifocal,Prescription Verified,Mumbai,0,47,48,3,0
Progressive,QC,Durgapur,1,17,72,5,1
Single Vision,Prescription Verified,Delhi,0,52,24,0,1
Bifocal,Prescription Verified,Mumbai,0,13,48,0,0
Single Vision,Packed,Bangalore,1,7,24,4,0
Single Vision,Shipped,Delhi,1,91,24,4,1
Progressive,Production,Bangalore,1,30,72,0,0
Single Vision,Packed,Mumbai,0,31,24,4,1
Bifocal,QC,Bangalore,1,33,48,2,1
Bifocal,Order Placed,Durgapur,1,69,48,4,1
Single Vision,Lens Allocated,Delhi,1,61,24,4,1
Bifocal,QC,Durgapur,0,27,48,3,1
Progressive,QC,Delhi,0,64,72,4,0
Bifocal,Shipped,Kolkata,1,46,48,5,1
Progressive,Lens Allocated,Kolkata,0,18,72,0,1
Bifocal,Packed,Mumbai,0,60,48,5,1
Single Vision,Packed,Kolkata,0,91,24,3,1
Progressive,Production,Durgapur,0,86,72,2,1
Single Vision,QC,Delhi,1,37,24,5,1
Single Vision,Prescription Verified,Kolkata,1,78,24,1,0
Progressive,Packed,Mumbai,0,55,72,3,1
Single Vision,QC,Kolkata,1,40,24,2,1
Bifocal,Packed,Delhi,1,62,48,2,0
Bifocal,Shipped,Bangalore,0,93,48,1,1
Single Vision,Lens Allocated,Mumbai,0,88,24,5,1
Progressive,QC,Durgapur,0,92,72,3,1
Single Vision,Shipped,Bangalore,1,84,24,5,1
Progressive,Prescription Verified,Kolkata,0,60,72,1,1
Progressive,Order Placed,Bangalore,1,34,72,5,0
Progressive,Lens Allocated,Delhi,1,37,72,1,0
Single Vision,QC,Kolkata,0,51,24,4,1
Single Vision,Prescription Verified,Delhi,1,71,24,2,0
Progressive,Shipped,Bangalore,0,67,72,5,1
Bifocal,Prescription Verified,Durgapur,0,64,48,1,1
Single Vision,Production,Mumbai,1,13,24,4,0
Single Vision,Production,Durgapur,0,12,24,0,1
Progressive,QC,Delhi,0,35,72,2,1
Single Vision,Packed,Kolkata,1,44,24,4,1
Single Vision,QC,Mumbai,1,7,24,1,0
Bifocal,Production,Durgapur,0,16,48,3,1
Progressive,QC,Durgapur,0,42,72,4,1
Single Vision,Production,Durgapur,0,33,24,3,1
Single Vision,Prescription Verified,Durgapur,0,77,24,3,1
Bifocal,Packed,Kolkata,1,57,48,5,1
Single Vision,Order Placed,Bangalore,1,85,24,0,0
Bifocal,Production,Kolkata,1,71,48,3,1
Single Vision,Order Placed,Kolkata,1,79,24,4,1
Bifocal,Production,Delhi,1,83,48,0,1
Progressive,Lens Allocated,Delhi,1,15,72,5,1
Single Vision,Production,Durgapur,1,19,24,2,0
Bifocal,QC,Durgapur,1,51,48,1,1
Bifocal,Packed,Delhi,1,38,48,3,0
Progressive,Order Placed,Bangalore,0,84,72,1,1
Single Vision,QC,Kolkata,1,26,24,0,1
Single Vision,Packed,Kolkata,1,31,24,4,1
Progressive,Order Placed,Bangalore,1,56,72,1,0
Single Vision,QC,Delhi,0,16,24,2,1
Bifocal,Packed,Bangalore,0,49,48,0,1
Progressive,QC,Durgapur,0,55,72,3,1
Single Vision,Lens Allocated,Kolkata,0,60,24,5,1
Single Vision,Shipped,Delhi,0,11,24,1,0
Single Vision,Packed,Delhi,0,10,24,3,1
Progressive,QC,Durgapur,1,7,72,1,0
Progressive,QC,Delhi,0,61,72,4,1
Progressive,Packed,Kolkata,0,87,72,3,1
Single Vision,Production,Delhi,1,84,24,1,1
Single Vision,Order Placed,Durgapur,1,18,24,2,1
Single Vision,Order Placed,Bangalore,0,32,24,0,1
Single Vision,Order Placed,Delhi,1,33,24,0,0
Single Vision,Shipped,Bangalore,0,7,24,3,1
Single Vision,Prescription Verified,Bangalore,0,32,24,5,1
Progressive,Order Placed,Mumbai,0,24,72,2,1
Bifocal,Lens Allocated,Durgapur,1,33,48,5,0
Single Vision,Production,Delhi,1,67,24,0,1
Single Vision,Prescription Verified,Mumbai,0,4,24,2,0
Bifocal,Prescription Verified,Durgapur,0,96,48,4,1
Bifocal,Packed,Delhi,0,25,48,4,1
Progressive,Prescription Verified,Kolkata,0,50,72,2,1
Bifocal,QC,Kolkata,0,83,48,3,1
Single Vision,Prescription Verified,Delhi,0,1,24,0,1
Bifocal,Prescription Verified,Kolkata,1,86,48,4,1
Single Vision,Packed,Kolkata,1,37,24,5,1
Progressive,QC,Kolkata,1,71,72,4,1
Bifocal,Shipped,Kolkata,1,17,48,0,0
Progressive,Production,Delhi,0,56,72,2,1
Bifocal,QC,Kolkata,1,45,48,4,1
Single Vision,Packed,Bangalore,1,64,24,0,0
Single Vision,Prescription Verified,Bangalore,1,51,24,4,1
Single Vision,Packed,Delhi,0,65,24,0,1
Bifocal,Order Placed,Durgapur,0,64,48,4,1
Bifocal,Prescription Verified,Durgapur,1,67,48,1,0
Progressive,QC,Durgapur,0,90,72,5,1
Progressive,QC,Kolkata,0,83,72,1,1
Single Vision,Shipped,Kolkata,0,70,24,0,1
Bifocal,QC,Delhi,1,42,48,4,1
Single Vision,Production,Durgapur,0,85,24,0,1
Single Vision,QC,Mumbai,0,96,24,0,0
Single Vision,Order Placed,Bangalore,0,20,24,2,1
Single Vision,Prescription Verified,Kolkata,0,82,24,3,1
Bifocal,Prescription Verified,Durgapur,1,47,48,4,0
Bifocal,Production,Mumbai,0,93,48,1,1
Progressive,Prescription Verified,Durgapur,1,25,72,4,0
Single Vision,Shipped,Durgapur,1,41,24,3,1
Single Vision,QC,Delhi,0,72,24,1,1
Single Vision,Packed,Delhi,1,52,24,5,1
Single Vision,QC,Delhi,1,5,24,3,0
Progressive,Shipped,Durgapur,1,79,72,3,1
Bifocal,QC,Durgapur,1,73,48,4,1
Single Vision,Order Placed,Delhi,0,92,24,2,0
Bifocal,Packed,Mumbai,0,97,48,2,0
Progressive,Prescription Verified,Mumbai,1,47,72,1,0
Single Vision,Packed,Bangalore,1,55,24,3,1
Progressive,Shipped,Kolkata,0,41,72,5,1
Bifocal,Order Placed,Delhi,0,38,48,5,1
Single Vision,Shipped,Bangalore,1,7,24,5,0
Single Vision,Shipped,Kolkata,1,95,24,0,0
Single Vision,Order Placed,Delhi,0,60,24,5,1
Progressive,Shipped,Durgapur,1,15,72,2,0
Bifocal,Order Placed,Delhi,1,50,48,0,0
Progressive,Lens Allocated,Mumbai,1,2,72,0,0
Single Vision,Prescription Verified,Delhi,1,48,24,1,0
Progressive,Order Placed,Mumbai,0,37,72,2,0
Bifocal,Shipped,Mumbai,1,33,48,3,0
Progressive,Packed,Bangalore,1,92,72,0,1
Progressive,Production,Mumbai,0,10,72,3,0
Progressive,Shipped,Durgapur,0,91,72,2,1
Bifocal,Prescription Verified,Kolkata,0,75,48,3,1
Single Vision,Production,Bangalore,0,49,24,5,1
Progressive,Production,Kolkata,0,48,72,4,1
Single Vision,Lens Allocated,Bangalore,0,27,24,2,1
Progressive,Packed,Mumbai,0,5,72,3,1
Progressive,Packed,Delhi,0,37,72,2,1
Progressive,Order Placed,Bangalore,1,93,72,3,1
Single Vision,Production,Kolkata,0,66,24,4,1
Single Vision,Production,Kolkata,0,36,24,2,1
Single Vision,QC,Bangalore,0,93,24,3,1
Single Vision,Shipped,Delhi,1,47,24,0,0
Single Vision,Lens Allocated,Bangalore,1,38,24,4,1
Single Vision,Shipped,Bangalore,0,22,24,3,1
Single Vision,Lens Allocated,Durgapur,0,9,24,5,1
Bifocal,Order Placed,Delhi,1,94,48,4,1
Progressive,Shipped,Durgapur,0,22,72,0,0
Progressive,Order Placed,Kolkata,1,42,72,2,0
Single Vision,Production,Durgapur,0,69,24,3,0
Progressive,Packed,Mumbai,1,77,72,3,1
Single Vision,QC,Mumbai,0,63,24,1,1
Bifocal,Packed,Delhi,1,28,48,3,0
Bifocal,Order Placed,Kolkata,0,81,48,1,1
Progressive,Production,Delhi,1,5,72,5,0
Bifocal,Production,Durgapur,0,6,48,2,1
Single Vision,Order Placed,Kolkata,1,47,24,5,0
Single Vision,Production,Delhi,1,13,24,0,0
Bifocal,QC,Kolkata,0,54,48,3,1
Progressive,Shipped,Mumbai,1,66,72,3,1
Progressive,Shipped,Bangalore,0,67,72,0,1
Bifocal,Packed,Durgapur,1,11,48,4,0
Single Vision,Shipped,Durgapur,1,11,24,1,0
Bifocal,Packed,Durgapur,0,84,48,1,1
Bifocal,Lens Allocated,Durgapur,0,73,48,3,1
Progressive,Lens Allocated,Kolkata,1,3,72,4,0
Bifocal,Production,Mumbai,0,68,48,0,1
Bifocal,QC,Durgapur,0,35,48,0,1
Progressive,Shipped,Delhi,1,93,72,0,1
Bifocal,Prescription Verified,Delhi,1,100,48,2,0
Single Vision,Order Placed,Delhi,1,89,24,5,1
Single Vision,Packed,Delhi,0,29,24,0,1
Bifocal,Shipped,Mumbai,0,35,48,0,1
Bifocal,Production,Durgapur,0,73,48,2,1
Bifocal,Prescription Verified,Kolkata,0,61,48,4,1
Single Vision,Shipped,Bangalore,1,55,24,2,0
Bifocal,Prescription Verified,Delhi,0,52,48,3,1
Single Vision,Lens Allocated,Mumbai,1,64,24,3,1
Single Vision,Production,Durgapur,0,88,24,0,1
Bifocal,Lens Allocated,Mumbai,1,40,48,2,0
Bifocal,Prescription Verified,Kolkata,0,57,48,4,1
Progressive,Shipped,Durgapur,1,8,72,3,0
Progressive,Prescription Verified,Durgapur,1,27,72,0,0
Bifocal,Prescription Verified,Durgapur,1,22,48,4,0
Progressive,Order Placed,Bangalore,1,79,72,0,1
Progressive,Production,Delhi,1,25,72,5,0
Progressive,QC,Delhi,1,28,72,5,0
Single Vision,QC,Mumbai,0,80,24,0,0
Progressive,Shipped,Bangalore,1,7,72,5,0
Progressive,Shipped,Mumbai,1,10,72,2,0
Progressive,Prescription Verified,Kolkata,0,100,72,5,1
Bifocal,Prescription Verified,Durgapur,0,37,48,1,1
Bifocal,Production,Mumbai,0,82,48,1,1
Single Vision,Lens Allocated,Mumbai,0,43,24,5,1
Bifocal,QC,Bangalore,0,29,48,0,1
Single Vision,Shipped,Bangalore,1,57,24,2,0
Progressive,Lens Allocated,Mumbai,1,67,72,4,1
Progressive,QC,Kolkata,0,65,72,5,1
Progressive,Shipped,Mumbai,1,92,72,1,1
Single Vision,QC,Kolkata,1,2,24,2,0
Bifocal,QC,Bangalore,1,49,48,2,1
Bifocal,Production,Kolkata,1,83,48,2,1
Single Vision,QC,Kolkata,0,85,24,2,1
Single Vision,Order Placed,Delhi,0,63,24,4,1
Single Vision,Production,Mumbai,1,100,24,1,1
Single Vision,Order Placed,Kolkata,0,92,24,0,1
Single Vision,Shipped,Mumbai,1,92,24,3,1
Bifocal,Production,Bangalore,0,91,48,5,1
Progressive,Packed,Mumbai,0,55,72,3,1
Progressive,QC,Durgapur,1,74,72,0,1
Single Vision,Shipped,Kolkata,0,16,24,1,1
Bifocal,Order Placed,Mumbai,0,79,48,5,1
Progressive,Packed,Durgapur,0,46,72,0,1
Progressive,Prescription Verified,Kolkata,0,82,72,0,1
Progressive,Production,Mumbai,1,87,72,0,1
Bifocal,Prescription Verified,Kolkata,0,80,48,2,0
Bifocal,Prescription Verified,Bangalore,0,82,48,5,0
Progressive,Order Placed,Kolkata,1,20,72,5,0
Single Vision,Prescription Verified,Durgapur,0,75,24,3,1
Bifocal,Prescription Verified,Mumbai,1,64,48,0,0
Single Vision,QC,Mumbai,1,28,24,3,1
Bifocal,Shipped,Bangalore,0,6,48,3,1
Bifocal,Order Placed,Mumbai,0,16,48,1,0
Progressive,Prescription Verified,Durgapur,0,80,72,5,1
Single Vision,Order Placed,Mumbai,1,66,24,3,1
Progressive,Packed,Bangalore,0,11,72,3,1
Bifocal,Prescription Verified,Delhi,0,76,48,2,1
Bifocal,QC,Kolkata,0,35,48,5,1
Progressive,Packed,Kolkata,0,51,72,4,1
Single Vision,Prescription Verified,Kolkata,0,52,24,4,1
Single Vision,Production,Mumbai,0,68,24,4,1
Progressive,Shipped,Durgapur,1,7,72,0,0
Bifocal,Prescription Verified,Kolkata,0,67,48,5,1
Progressive,Shipped,Delhi,0,67,72,3,1
Single Vision,Prescription Verified,Kolkata,0,1,24,3,1
Bifocal,Shipped,Mumbai,1,80,48,2,0
Progressive,Lens Allocated,Mumbai,0,20,72,1,1
Single Vision,Order Placed,Delhi,1,53,24,3,1
Bifocal,QC,Durgapur,1,97,48,5,1
Bifocal,Order Placed,Durgapur,1,11,48,1,0
Bifocal,QC,Mumbai,1,70,48,4,1
Bifocal,Packed,Bangalore,1,73,48,2,0
Progressive,Order Placed,Bangalore,0,80,72,2,1
Progressive,Order Placed,Delhi,0,66,72,0,1
Progressive,Lens Allocated,Mumbai,1,39,72,0,0
Progressive,Lens Allocated,Bangalore,1,80,72,0,1
Bifocal,Packed,Delhi,0,39,48,0,1
Progressive,Production,Mumbai,1,80,72,1,1
Progressive,Prescription Verified,Durgapur,1,49,72,3,0
Progressive,Production,Kolkata,0,83,72,5,1
Single Vision,Packed,Durgapur,1,22,24,5,1
Bifocal,Packed,Bangalore,1,57,48,0,1
Progressive,Shipped,Kolkata,1,78,72,3,1
Progressive,Production,Bangalore,1,72,72,5,1
Bifocal,Packed,Kolkata,0,19,48,4,1
Single Vision,Lens Allocated,Kolkata,0,76,24,2,1
Bifocal,Order Placed,Mumbai,0,68,48,4,1
Progressive,Shipped,Kolkata,0,80,72,4,1
Bifocal,Lens Allocated,Delhi,1,39,48,1,1
Single Vision,Production,Kolkata,0,83,24,0,1
Progressive,Prescription Verified,Durgapur,1,30,72,2,0
Single Vision,Order Placed,Delhi,0,82,24,2,1
Progressive,Shipped,Kolkata,0,51,72,3,1
Bifocal,Packed,Durgapur,1,11,48,3,0
Bifocal,Order Placed,Durgapur,0,93,48,1,0
Progressive,Prescription Verified,Mumbai,1,16,72,0,0
Single Vision,Prescription Verified,Kolkata,1,33,24,5,1
Single Vision,Shipped,Bangalore,0,39,24,4,1
Single Vision,Shipped,Delhi,0,55,24,0,1
Bifocal,Shipped,Delhi,1,89,48,3,1
Progressive,Prescription Verified,Kolkata,0,23,72,2,1
Progressive,Shipped,Kolkata,0,91,72,2,1
Bifocal,Shipped,Kolkata,0,1,48,5,1
Progressive,Prescription Verified,Durgapur,0,6,72,4,1
Single Vision,Lens Allocated,Durgapur,0,55,24,3,1
Progressive,Production,Durgapur,1,85,72,1,1
Single Vision,Shipped,Delhi,1,91,24,2,0
Single Vision,Order Placed,Delhi,0,19,24,4,0
Progressive,QC,Durgapur,0,59,72,2,1
Single Vision,Production,Kolkata,0,5,24,1,1
Single Vision,Production,Delhi,1,20,24,2,1
Bifocal,Shipped,Durgapur,1,11,48,1,1
Bifocal,Lens Allocated,Delhi,1,76,48,3,0
Single Vision,QC,Delhi,1,60,24,4,1
Single Vision,Shipped,Kolkata,0,93,24,0,1
Bifocal,Production,Mumbai,1,19,48,1,0
Single Vision,Packed,Delhi,1,97,24,3,1
Bifocal,Order Placed,Bangalore,0,1,48,3,1
Single Vision,Packed,Kolkata,1,50,24,3,0
Progressive,Shipped,Delhi,1,78,72,3,1
Progressive,QC,Durgapur,1,80,72,1,1
Progressive,Order Placed,Durgapur,0,58,72,3,1
Bifocal,Lens Allocated,Bangalore,0,83,48,1,1
Progressive,Production,Mumbai,0,8,72,0,0
Progressive,Lens Allocated,Kolkata,1,56,72,3,1
Single Vision,QC,Bangalore,1,74,24,3,1
Bifocal,Packed,Bangalore,0,64,48,2,1
Progressive,Order Placed,Durgapur,0,60,72,1,1
Bifocal,Packed,Durgapur,1,87,48,5,1
Single Vision,QC,Delhi,1,39,24,3,1
Single Vision,Shipped,Kolkata,1,2,24,1,1
Bifocal,QC,Mumbai,0,80,48,0,1
Bifocal,Order Placed,Mumbai,1,16,48,3,0
Progressive,Packed,Mumbai,1,70,72,0,0
Single Vision,Prescription Verified,Delhi,0,22,24,3,1
Single Vision,Packed,Mumbai,1,87,24,2,0
Progressive,Prescription Verified,Mumbai,0,31,72,0,1
Bifocal,QC,Delhi,0,57,48,0,1
Progressive,Shipped,Kolkata,1,73,72,3,1
Single Vision,Packed,Bangalore,0,69,24,5,1
Progressive,Lens Allocated,Mumbai,1,94,72,5,1
Single Vision,Lens Allocated,Mumbai,0,20,24,1,1
Single Vision,Shipped,Durgapur,0,55,24,5,1
Single Vision,QC,Mumbai,0,90,24,4,0
Bifocal,QC,Bangalore,0,48,48,1,1
Progressive,QC,Durgapur,0,100,72,3,1
Single Vision,Production,Durgapur,1,8,24,2,0
Bifocal,Production,Delhi,0,28,48,0,1
Progressive,Shipped,Mumbai,0,75,72,3,1
Single Vision,Shipped,Bangalore,1,92,24,5,1
Bifocal,QC,Durgapur,0,70,48,3,1
Single Vision,Prescription Verified,Bangalore,0,59,24,5,1
Bifocal,Order Placed,Kolkata,1,5,48,0,1
Single Vision,Order Placed,Bangalore,0,15,24,5,1
Progressive,QC,Mumbai,0,59,72,0,1
Bifocal,Prescription Verified,Delhi,1,33,48,3,0
Single Vision,Shipped,Mumbai,1,30,24,1,0
Progressive,QC,Mumbai,1,10,72,2,0
Bifocal,Production,Durgapur,0,76,48,3,1
Bifocal,Packed,Delhi,0,69,48,0,1
Single Vision,QC,Kolkata,1,4,24,3,0
Bifocal,Packed,Durgapur,0,23,48,5,1
Bifocal,Shipped,Durgapur,0,82,48,5,1
Single Vision,Shipped,Delhi,1,51,24,2,0
Single Vision,Shipped,Mumbai,0,92,24,3,1
Bifocal,Packed,Mumbai,0,1,48,5,1
Progressive,Packed,Mumbai,1,60,72,1,1
Single Vision,Lens Allocated,Mumbai,1,70,24,1,0
Bifocal,Order Placed,Kolkata,1,61,48,2,0
Single Vision,Shipped,Delhi,1,67,24,3,0
Single Vision,Prescription Verified,Delhi,1,93,24,3,1
Single Vision,Order Placed,Bangalore,1,45,24,4,1
Bifocal,Prescription Verified,Durgapur,1,88,48,4,1
Progressive,Production,Durgapur,0,39,72,2,1
Single Vision,Order Placed,Delhi,0,68,24,0,1
Progressive,Prescription Verified,Bangalore,0,41,72,5,0
Progressive,Prescription Verified,Delhi,1,36,72,4,0
Bifocal,Order Placed,Durgapur,0,93,48,5,1
Bifocal,Prescription Verified,Durgapur,0,76,48,4,1
Bifocal,Order Placed,Kolkata,0,4,48,1,0
Progressive,Prescription Verified,Kolkata,1,58,72,5,1
